Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Ilobasqueno Restaurant,"['Restaurants', 'Spanish Restaurants', 'Family Style Restaurants']","{""rating"":""5.0"",""count"":""4""}","{'rating': None, 'count': None}",https://www.facebook.com/ilobasquenorestaurant,,http://www.yellowpages.com/los-angeles-ca/mip/ilobasqueno-restaurant-10885844#open-menu,25 Years,"['Wheelchair accessible', 'Has Wifi']",,False,(323) 468-0119,5027 Melrose Ave,"Los Angeles, CA 90038",$
Sunshine Restaurant,"['Restaurants', 'Thai Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""2""}","{'rating': None, 'count': None}",https://www.sunrisemenu.net,,,38 Years,,,True,(323) 462-4646,861 N Western Ave,"Los Angeles, CA 90029",$
Paros Family Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://www.parosfamily.com,,http://www.yellowpages.com/los-angeles-ca/mip/paros-family-restaurant-15678726#open-menu,41 Years,"['Wheelchair accessible', 'Has Wifi']",,True,(323) 469-2610,1117 N Hobart Blvd,"Los Angeles, CA 90029",$
Kavkav Restaurant,"['Restaurants', 'Family Style Restaurants', 'Middle Eastern Restaurants']",,"{'rating': None, 'count': None}",,,,,"['Offers outdoor seating', 'Wheelchair accessible']",,False,(323) 464-2224,5341 Santa Monica Blvd,"Los Angeles, CA 90029",$$
Clariza Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,26 Years,,,False,(323) 461-2825,5560 Santa Monica Blvd,"Los Angeles, CA 90038",
El Guanaco Restaurant,"['Restaurants', 'Latin American Restaurants', 'Mexican Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 461-2636,5656 Santa Monica Blvd,"Los Angeles, CA 90038",
Chuan Chim Thai Cafe,"['Restaurants', 'Chinese Restaurants', 'Vietnamese Restaurants']","{""rating"":""4.5"",""count"":""6""}","{'rating': None, 'count': None}",https://chuanchim.eat24hour.com,,,23 Years,['Wheelchair accessible'],,True,(323) 462-6221,5644 Hollywood Blvd,"Los Angeles, CA 90028",$
Inti Restaurant,"['Restaurants', 'Family Style Restaurants', 'Peruvian Restaurants']","{""rating"":""4.5"",""count"":""9""}","{'rating': None, 'count': None}",,,,23 Years,['Wheelchair accessible'],,True,(323) 962-2027,5870 Melrose Ave,"Los Angeles, CA 90038",$$
Pupuseria Y Restaurante Amapulapa,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",,"{'rating': None, 'count': None}",,,,15 Years,['Wheelchair accessible'],,True,(323) 759-4896,5901 S Normandie Ave,"Los Angeles, CA 90044",
Island Fresh,"['Restaurants', 'Seafood Restaurants', 'Caribbean Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/island-fresh-452241507#open-menu,,['Wheelchair accessible'],,True,(323) 272-3265,5101 W Pico Blvd,"Los Angeles, CA 90019",$$
Charlie's Fish 7 Chip,"['Restaurants', 'Seafood Restaurants']","{""rating"":""4.0"",""count"":""1""}","{'rating': None, 'count': None}",,,,,['Wheelchair accessible'],,True,(323) 935-6886,5677 W Pico Blvd,"Los Angeles, CA 90019",
Tumby's Pizza,"['Restaurants', 'Pizza', 'American Restaurants']","{""rating"":""4.5"",""count"":""16""}","{'rating': None, 'count': None}",http://www.tumbyspizza.net,,http://www.yellowpages.com/los-angeles-ca/mip/tumbys-pizza-460373768#open-menu,15 Years,,,True,(323) 759-2651,442 W Manchester Ave,"Los Angeles, CA 90003",$
The Cheesecake Factory,"['Restaurants', 'Take Out Restaurants', 'Dessert Restaurants']",,"{'rating': None, 'count': None}",,,,45 Years,['Serves alcohol'],,False,(323) 931-4082,6333 W 3rd St,"Los Angeles, CA 90036",
Chicken On Fire,"['Restaurants', 'Chicken Restaurants', 'Barbecue Restaurants']",,"{'rating': None, 'count': None}",http://chickenonfire.com,,http://www.yellowpages.com/los-angeles-ca/mip/chicken-on-fire-15560886#open-menu,24 Years,['Wheelchair accessible'],,True,(310) 652-3310,8500 W Olympic Blvd Ste B,"Los Angeles, CA 90035",$
The Restaurant Connection,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",http://www.yourrc.com,,,25 Years,,,False,(310) 410-2070,6733 S Sepulveda Blvd Ste 240,"Los Angeles, CA 90045",
Koutoubia,"['Restaurants', 'Mediterranean Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""19""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/koutoubia-6787998#open-menu,15 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']",,True,(310) 475-0729,2116 Westwood Blvd,"Los Angeles, CA 90025",$$$
96th Street Bistro,"['Restaurants', 'American Restaurants', 'Steak Houses']",,"{'rating': None, 'count': None}",http://www.renaissancemontura.com,,,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(310) 337-2800,9620 Airport Blvd,"Los Angeles, CA 90045",$$
Pepe's Tacos,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']","{""rating"":""4.0"",""count"":""11""}","{'rating': None, 'count': None}",http://www.pepestacosla.com,,http://www.yellowpages.com/los-angeles-ca/mip/pepes-tacos-6209786#open-menu,17 Years,['Wheelchair accessible'],,True,(310) 391-8667,4582 S Centinela Ave,"Los Angeles, CA 90066",$
Hachi,"['Restaurants', 'Asian Restaurants', 'Japanese Restaurants']","{""rating"":""5.0"",""count"":""16""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/hachi-20421526#open-menu,,,,False,(310) 473-9606,12009 Wilshire Blvd,"Los Angeles, CA 90025",$
Giamela's Submarine Sandwiches,"['Restaurants', 'Sandwich Shops', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""11""}","{'rating': 'four and half', 'count': '7'}",http://www.giamelas.com,,,54 Years,['Wheelchair accessible'],"Local joint in Atwater that has been know for their subs for decades! It's a hole in the wall, and the pepper steak is a classic.""",False,(323) 661-9444,3178 Los Feliz Blvd,"Los Angeles, CA 90039",$
Beverly Soon Tofu Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': 'four', 'count': '5'}",http://beverlysoontofu.com,,,37 Years,"['Wheelchair accessible', 'Serves alcohol']","Anthony Bourdain ate here! That sums up how good this restaurant is. I highly recommend their seafood combo soon tofu.""",True,(213) 380-1113,2717 W Olympic Blvd,"Los Angeles, CA 90006",$$
Katsuya - Brentwood,"['Restaurants', 'Japanese Restaurants', 'Fine Dining Restaurants']","{""rating"":""4.0"",""count"":""148""}","{'rating': 'four', 'count': '5'}",http://www.sbe.com/katsuya,,http://www.yellowpages.com/los-angeles-ca/mip/katsuya-brentwood-77569#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","LOVE Katsuya! My first time at this location, and I enjoyed every second of it! The female server was super friendly and helpful to me and my two friends. I'm really into…",True,(310) 207-8744,11777 San Vicente Blvd,"Los Angeles, CA 90049",$$
Malo,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,"{'rating': 'four', 'count': '5'}",http://www.malorestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/malo-11783953#open-menu,14 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","I give this place one star off because it's a little on the pricey side for what amounts to Mexican food. However, love their Coke carnitas and dill pickle/ground beef…",True,(323) 664-1011,4326 W Sunset Blvd,"Los Angeles, CA 90029",$$
Papi's Pizzeria,"['Restaurants', 'Pizza', 'American Restaurants']",,"{'rating': 'five', 'count': '4'}",http://www.papispizzeria.com,,http://www.yellowpages.com/los-angeles-ca/mip/papis-pizzeria-468056417#open-menu,12 Years,,Top shelf pizza.  Definitely try the Butcher Block if you are a meat lover.  Downtown finally has a low key place to grab a slice or have pizza.  Great vibe and the staff is…,True,(213) 623-3588,109 E 8th St,"Los Angeles, CA 90014",
Mom's Bar-B-Q,"['Restaurants', 'Barbecue Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""6""}","{'rating': 'four and half', 'count': '3'}",https://www.facebook.com/Moms-Bar-B-Q-1338727559490186,,http://www.yellowpages.com/los-angeles-ca/mip/moms-bar-b-q-10277926#open-menu,37 Years,['Wheelchair accessible'],"this is hands down the BEST BBQ in the west.Anytime u can drive down the street and see the smoke and smell the meat cooking, you better get in there. I drive from Victor Ville""",True,(323) 756-8405,1050 W Imperial Hwy,"Los Angeles, CA 90044",$$
Conchitas Restaurant,"['Restaurants', 'Asian Restaurants', 'Family Style Restaurants']",,"{'rating': 'five', 'count': '2'}",,,http://www.yellowpages.com/los-angeles-ca/mip/conchitas-restaurant-93282#open-menu,28 Years,['Wheelchair accessible'],"The Best Salvadorean Food In soCalTried their just like homemade breakfasts, dinners, soups, drinks & appetizers ! They're All Goood !! hands down, the Best Pupusas in Town…",True,(213) 384-4177,2580 W Pico Blvd,"Los Angeles, CA 90006",$
Furaibo,"['Restaurants', 'Asian Restaurants', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""58""}","{'rating': 'five', 'count': '2'}",,,http://www.yellowpages.com/los-angeles-ca/mip/furaibo-14634105#open-menu,25 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","one of the best japanese restaurant in town, try their fried chicken""",True,(310) 444-1432,2068 Sawtelle Blvd,"Los Angeles, CA 90025",$$
Astro Family Restaurant,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""3.5"",""count"":""24""}","{'rating': 'four and half', 'count': '2'}",http://www.astrofamilyrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/astro-family-restaurant-3553226#open-menu,42 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","Muy buena experiencia las meseras son muy amables, tú orden a tiempo y el servicio muy bueno, la comida que me gusta es el omelet de hongos.""",True,(323) 663-9241,2300 Fletcher Dr,"Los Angeles, CA 90039",$$
Bludso's Bar & Que,"['Restaurants', 'Barbecue Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""156""}","{'rating': 'five', 'count': '1'}",http://www.barandque.com,,http://www.yellowpages.com/los-angeles-ca/mip/bludsos-bar-que-475024885#open-menu,10 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",I love this place and have been coming here since they opened. It is where hip meets BBQ - cool place where you can enjoy dinner with friends (food is served family style) or…,True,(323) 931-2583,609 N La Brea Ave,"Los Angeles, CA 90036",$$
El Grullense Restaurant,"['Restaurants', 'Take Out Restaurants', 'Family Style Restaurants']",,"{'rating': 'five', 'count': '1'}",https://elgrullense2274.com,,http://www.yellowpages.com/los-angeles-ca/mip/el-grullense-restaurant-13569693#open-menu,27 Years,,"Some of the best tacos in the area""",True,(213) 487-9540,2274 W Pico Blvd,"Los Angeles, CA 90006",$
Pizza Amore,"['Restaurants', 'Pizza', 'Italian Restaurants']",,"{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/pizza-amore-462567916#open-menu,18 Years,,"This pizza is freshly made i recomend it""",False,(323) 778-8805,6001 S Vermont Ave,"Los Angeles, CA 90044",$
Raul's Market & Retaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': 'five', 'count': '1'}",,,,26 Years,['Wheelchair accessible'],"Great customer service. Fresh meat and vegetables""",False,(323) 582-4011,1939 Nadeau St,"Los Angeles, CA 90001",$
El Cid,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'Dinner Theaters']","{""rating"":""3.5"",""count"":""33""}","{'rating': 'three', 'count': '2'}",http://www.elcidla.com,,http://www.yellowpages.com/los-angeles-ca/mip/el-cid-3134624#open-menu,62 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Food and service was great.  Not to mention the show, very entertaining.  I like the cozy feeling of this place.  Been going there for years. Keep it up!""",True,(323) 668-0318,4212 W Sunset Blvd,"Los Angeles, CA 90029",$$
4100 Bar,"['Restaurants', 'Barbecue Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""5""}","{'rating': 'three', 'count': '2'}",http://4100bar.com,,,22 Years,"['Wheelchair accessible', 'Serves alcohol']","It's local. It's friendly. It's convenient. Towards weekends, usually there's this BBQ guy outside the bar. You can get some great BBQ and bring in back inside the bar.""",False,(323) 666-4460,1087 Manzanita St,"Los Angeles, CA 90029",$$
Franco De Dominicis,"['Restaurants', 'Caterers', 'Italian Restaurants']",,"{'rating': 'three', 'count': '2'}",,,,20 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Franco On Melrose has to be the best kept secret in town The food is like back in the old country, Sicilia that is. They cooked up and served up a delightful meal this past…",False,(323) 934-3390,6919 Melrose Ave,"Los Angeles, CA 90038",$$
Corner Bakery Cafe,"['Restaurants', 'Sandwich Shops', 'American Restaurants']","{""rating"":""4.0"",""count"":""55""}","{'rating': 'four', 'count': '1'}",https://www.cornerbakerycafe.com/location/beverly-connection,,,32 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","Chicken panini!! Parking validation available if you park in the Beverly Connection parking garage.""",False,(310) 358-9146,100 N La Cienega Blvd,"Los Angeles, CA 90048",$$
Uncle John's Cafe,"['Restaurants', 'Chinese Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""20""}","{'rating': 'four', 'count': '1'}",http://unclejohnsdtla.com,,http://www.yellowpages.com/los-angeles-ca/mip/uncle-johns-cafe-453728915#open-menu,13 Years,['Has Wifi'],"Great Chinese food served with generous portions. Surprise they make good breakfast. And at great prices. Staff very friendly. Also a great place to catch a game.""",True,(213) 623-3555,834 S Los Angeles St,"Los Angeles, CA 90014",$
Jeoun Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': 'four', 'count': '1'}",,,,,,"Nice small place open from 8 am to 4:30 pm good prices and service fast. I'll come back.""",False,(213) 749-2345,210 E Olympic Blvd Ste 127,"Los Angeles, CA 90015",
Pizza Man,"['Restaurants', 'Pizza', 'Italian Restaurants']",,"{'rating': 'four', 'count': '1'}",http://www.pizzamanoflosangeles.com,,http://www.yellowpages.com/los-angeles-ca/mip/pizza-man-1021495#open-menu,24 Years,,"Really superb marvelous  delicious""",True,(213) 388-1414,509 S Alvarado St,"Los Angeles, CA 90057",$
Castle BBQ,"['Restaurants', 'Barbecue Restaurants', 'Asian Restaurants']",,"{'rating': 'four', 'count': '1'}",https://castlebbqla.com/visit,,,18 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",Small place but always full and the waiting time during lunch/dinner is about 30 mins. but it is worth the wait. For only $10 you'll have the basic meat selections. Don't…,False,(323) 467-3813,473 N Western Ave,"Los Angeles, CA 90004",$$
Chan Dara,"['Restaurants', 'Thai Restaurants', 'Caterers']","{""rating"":""3.5"",""count"":""34""}","{'rating': 'four', 'count': '1'}",http://www.chandararestaurants.com,,http://www.yellowpages.com/los-angeles-ca/mip/chan-dara-460053#open-menu,40 Years,"['Offers outdoor seating', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","One of the places we actually go to eat Thai food instead of ordering in. Nice little restaurant with good service and decent cocktails.""",False,(323) 467-1052,310 N Larchmont Blvd,"Los Angeles, CA 90004",$$
Wahoo's Fish Tacos,"['Restaurants', 'Mexican Restaurants', 'Seafood Restaurants']","{""rating"":""4.0"",""count"":""29""}","{'rating': 'four', 'count': '1'}",http://www.wahoos.com,,http://www.yellowpages.com/los-angeles-ca/mip/wahoos-fish-tacos-1747402#open-menu,35 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']",,False,(323) 933-2480,6258 Wilshire Blvd,"Los Angeles, CA 90048",$
Mr Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",,"{'rating': 'four', 'count': '1'}",,,,14 Years,,"this is one of my favorite italian restaurants! i love the food here. the prices are pretty cheap too! it's a nice place for a party since it's decorated nicely.""",False,(323) 658-7611,1511 S Robertson Blvd,"Los Angeles, CA 90035",
IHOP,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""6""}","{'rating': 'three', 'count': '1'}",http://www.ihop.com,,http://www.yellowpages.com/los-angeles-ca/mip/ihop-466964098#open-menu,65 Years,,"From Business: For 60 years, the IHOP family restaurant chain has served our world famous pancakes and a wide variety of breakfast, lunch and dinner items that are loved by…",False,(323) 291-0001,3625 Stocker St,"Los Angeles, CA 90008",$$
El Nuevo Ilobasco Family Restaurant,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",,"{'rating': 'three', 'count': '1'}",,,,,"['Has Wifi', 'Takes reservations']","The restaurant food is good but it would be great if they can seasoned the food a little more. The place is nice.""",False,(866) 667-0794,1436 S Vermont Ave,"Los Angeles, CA 90006",$
Roman's Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""6""}","{'rating': 'three', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/romans-pizza-31170363#open-menu,30 Years,"['Offers outdoor seating', 'Wheelchair accessible']","Service is okay.... But they shouldn't be asking questions.""",False,(213) 386-9099,240 N Virgil Ave,"Los Angeles, CA 90004",$$
