Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
2736,Noodies Thai Kitchen Inc,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,92.0,,,(646) 669-7828,830 9th Ave,"New York, NY 10019",10019,Average,11.0,http://www.noodiesthaikitchennyc.com/location.aspx,https://www.yellowpages.com/new-york-ny/mip/noodies-thai-kitchen-inc-472906524#open-menu,,1
2737,Dragon & Phoenix Restaurant,"['Restaurants', 'Chinese Restaurants']",,,,,(718) 545-2228,22 E 31st St,"New York, NY 10016",10016,,,,,,0
2738,Mount Anthony Country Club,"['Restaurants', 'American Restaurants', 'Italian Restaurants']",,,,,(646) 775-2771,307 7th Ave,"New York, NY 10001",10001,,18.0,http://mtanthonycc.com/mobile/tablet.html,,,0
2739,Chandni Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,,,,(212) 686-4456,11 W 29th St,"New York, NY 10001",10001,Low,,,https://www.yellowpages.com/new-york-ny/mip/chandni-restaurant-8327040#open-menu,,1
2740,Sushiya,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",,,,,(212) 247-5760,28 W 56th St,"New York, NY 10019",10019,,26.0,http://www.sushiya56.com,,,1
2741,No 7 Sub,"['Restaurants', 'Sandwich Shops', 'Delicatessens']",,,,,(212) 532-1680,1188 Broadway,"New York, NY 10001",10001,Average,16.0,http://www.no7restaurant.com,https://www.yellowpages.com/new-york-ny/mip/no-7-sub-551599522#open-menu,,0
2742,Ravagh Persian Grill,"['Restaurants', 'Middle Eastern Restaurants', 'Caterers']",4.0,178.0,,,(212) 696-0300,11 E 30th St,"New York, NY 10016",10016,Average,25.0,http://ravaghrestaurants.com/ravagh-midtown.html,https://www.yellowpages.com/new-york-ny/mip/ravagh-persian-grill-471058799#open-menu,,1
2743,Toscana 49,"['Restaurants', 'Italian Restaurants']",4.5,744.0,,,(212) 256-0190,143 E 49th St,"New York, NY 10017",10017,High,,http://www.toscana49.com,https://www.yellowpages.com/new-york-ny/mip/toscana-49-525501464#open-menu,,1
2744,Gibson's Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 207-8562,1 E 55th St,"New York, NY 10022",10022,,,,,,0
2745,Print Restaurant,"['Restaurants', 'Family Style Restaurants', 'Cocktail Lounges']",,,,,(212) 757-2224,653 11th Ave,"New York, NY 10036",10036,,,http://www.restauranti.com,,,0
2746,Marin in NYC,"['Restaurants', 'American Restaurants']",,,,,(212) 757-2224,653 11th Ave,"New York, NY 10036",10036,,,http://printrestaurant.com,,,0
2747,Tasty Cafe,"['Restaurants', 'American Restaurants', 'Italian Restaurants']",,,,,(212) 447-9955,128 Madison Ave,"New York, NY 10016",10016,Low,31.0,http://www.tastyny.com,https://www.yellowpages.com/new-york-ny/mip/tasty-cafe-6806422#open-menu,,1
2748,Akura Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",3.5,9.0,,,(212) 679-0888,39 E 31st St,"New York, NY 10016",10016,Low,,http://www.akurasushi.com,https://www.yellowpages.com/new-york-ny/mip/akura-sushi-471061276#open-menu,,1
2749,Empire East Second Inc,"['Restaurants', 'Chinese Restaurants']",,,,,(212) 696-2818,120 E 34th St Frnt 9,"New York, NY 10016",10016,,,,,,0
2750,China Medical BD of NY Inc,"['Restaurants', 'Chinese Restaurants']",,,,,(212) 682-8000,750 3rd Ave,"New York, NY 10017",10017,,22.0,https://chinamedicalboard.org,,,0
2751,Oceana Restaurant,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",,,,,(212) 759-5989,55 E 54th St,"New York, NY 10022",10022,,,https://www.oceanarestaurant.com,,,0
2752,DJP Wings,"['Restaurants', 'American Restaurants']",,,,,(646) 559-4522,439 3rd Ave,"New York, NY 10016",10016,,,,,,0
2753,First Choice Chinese Kitchen,"['Restaurants', 'Chinese Restaurants']",,,,,(212) 927-6898,389 3rd Ave,"New York, NY 10016",10016,,,,,,0
2754,Sam's Noodle Shop & Grill,"['Restaurants', 'Barbecue Restaurants', 'Bar & Grills']",,,,,(212) 213-2288,411 3rd Ave,"New York, NY 10016",10016,,,http://sammysnoodleshop.com/m,,,0
2755,Adana Grill Corp,"['Restaurants', 'Middle Eastern Restaurants', 'Bar & Grills']",,,,,(212) 905-0000,723 3rd Ave,"New York, NY 10017",10017,Average,,http://adanagrill-nyc.com,https://www.yellowpages.com/new-york-ny/mip/adana-grill-corp-480241464#open-menu,,1
2756,Ming's Delight,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",,,,,(212) 922-2888,594 3rd Ave,"New York, NY 10016",10016,Low,28.0,http://www.ordermingsdelightnyc.com,https://www.yellowpages.com/new-york-ny/mip/mings-delight-12529033#open-menu,,1
2757,Tsushima,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,112.0,,,(212) 207-1938,210 E 44th St,"New York, NY 10017",10017,Average,19.0,http://tsushimanyc.com,https://www.yellowpages.com/new-york-ny/mip/tsushima-506675778#open-menu,,1
2758,Bread & Butter,"['Restaurants', 'American Restaurants', 'Bakeries']",4.0,24.0,,,(212) 767-0444,25 W 56th St,"New York, NY 10019",10019,Average,,http://www.breadbutternyc.com,https://www.yellowpages.com/new-york-ny/mip/bread-butter-533505695#open-menu,,1
2759,Bevy,"['Restaurants', 'Continental Restaurants', 'American Restaurants']",,,,,(646) 774-1257,"153 W. 57th Street, 3rd Floor","New York, NY 10019",10019,Very High,,http://bevynyc.com,https://www.yellowpages.com/new-york-ny/mip/bevy-533181980#open-menu,,0
2760,Maxwell's Chophouse,"['Restaurants', 'Steak Houses']",,,,,(212) 481-1184,1184 Broadway,"New York, NY 10001",10001,Very High,,https://www.maxwellschophouse.com,,,0
2761,Yakitori Nonono,"['Restaurants', 'Japanese Restaurants', 'Take Out Restaurants']",4.5,34.0,,,(646) 707-3227,118 Madison Ave,"New York, NY 10016",10016,Low,,http://www.nonononyc.com,https://www.yellowpages.com/new-york-ny/mip/yakitori-nonono-545659314#open-menu,,1
2762,THE LCL: Bar & Kitchen,"['Restaurants', 'Bar & Grills', 'Bars']",3.5,157.0,,,(212) 405-4399,212 E 42nd St,"New York, NY 10017",10017,Average,11.0,,https://www.yellowpages.com/new-york-ny/mip/the-lcl-bar-kitchen-475026631#open-menu,,1
2763,Lexington Avenue Grill,"['Restaurants', 'American Restaurants', 'Steak Houses']",,,,,(212) 753-1515,569 Lexington Ave,"New York, NY 10022",10022,,39.0,,,,0
2764,"The Living Room, Park Hyatt NYC","['Restaurants', 'American Restaurants', 'Bars']",4.0,9.0,,,(646) 774-1234,153 W 57th St,"New York, NY 10019",10019,,,https://www.hyatt.com/en-US/hotel/new-york/park-hyatt-new-york/nycph/dining,,,0
2765,Blank Slate,"['Restaurants', 'American Restaurants', 'Sandwich Shops']",,,,,(212) 683-7800,121 Madison Ave,"New York, NY 10016",10016,Low,12.0,http://www.blankslatenyc.com,https://www.yellowpages.com/new-york-ny/mip/blank-slate-517169309#open-menu,,1
2766,MLV Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']",,,,,(212) 682-5678,219 E 44th St,"New York, NY 10017",10017,,,http://www.benandjackssteakhouse.com,,,0
2767,Cafe Europa of 57th St Inc,"['Restaurants', 'Italian Restaurants']",,,,,(212) 977-4030,205 W 57th St,"New York, NY 10019",10019,,,,,,0
2768,Perkins Restaurant & Bakery,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",,,,,(212) 251-7000,1 Park Ave,"New York, NY 10016",10016,,,http://perkinswill.com,https://www.yellowpages.com/new-york-ny/mip/perkins-restaurant-bakery-546423022#open-menu,,0
2769,Utopia West Restaurant Corp,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",,,,,(800) 209-8076,338 8th Ave,"New York, NY 10001",10001,,40.0,,,,0
2770,Mita Indian Restaurant,"['Restaurants', 'Indian Restaurants', 'Asian Restaurants']",,,,,(800) 660-1605,336 8th Ave,"New York, NY 10001",10001,,,,,,0
2771,KazuNorie,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",,,,,(347) 594-5940,15 W 28th St,"New York, NY 10001",10001,,,https://www.handrollbar.com/locations/nomad,,,0
2772,KazuNori: The Original Hand Roll Bar,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.5,93.0,,,(347) 594-5940,15 W 28th St,"New York, NY 10001",10001,Average,,http://www.kazunorisushi.com,https://www.yellowpages.com/new-york-ny/mip/kazunori-the-original-hand-roll-bar-537946174#open-menu,,0
2773,Mint Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 644-8888,150 E 50th St,"New York, NY 10022",10022,,,http://www.restauranti.com,,,0
2774,Aperitivo Pizza Bar,"['Restaurants', 'Pizza', 'Italian Restaurants']",,,,,(212) 758-9400,780 3rd Ave,"New York, NY 10017",10017,,15.0,http://www.aperitivonyc.com,https://www.yellowpages.com/new-york-ny/mip/aperitivo-pizza-bar-6801237#open-menu,,1
2775,Emperor Dumpling,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",5.0,1.0,,,(646) 422-7128,293 7th Ave,"New York, NY 10001",10001,,,http://www.emperor-dumpling.com,,,1
2776,Fred Chen,"['Restaurants', 'Chinese Restaurants']",,,,,(516) 776-2918,293 7th Ave Fl GRD,"New York, NY 10001",10001,,,,,,0
2777,Hiroshi Japanese Asian Fusion,"['Restaurants', 'Japanese Restaurants', 'Sushi Bars']",4.5,46.0,,,(212) 661-9288,585 3rd Ave,"New York, NY 10016",10016,Average,,http://hiroshisushi.com,https://www.yellowpages.com/new-york-ny/mip/hiroshi-japanese-asian-fusion-22251412#open-menu,,1
2778,Rieu Cafe,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee Shops']",,,,,(212) 813-9190,550 Madison Ave,"New York, NY 10022",10022,Average,,http://www.rieucafe.com,,,0
2779,Solo Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 833-7800,550 Madison Ave,"New York, NY 10022",10022,,,http://www.restauranti.com,,,0
2780,Hard Rock Cafe,"['Restaurants', 'American Restaurants']",,,,,(212) 489-6565,221 W 57th St,"New York, NY 10019",10019,,52.0,http://www.hardrock.com,https://www.yellowpages.com/new-york-ny/mip/hard-rock-cafe-20995729#open-menu,,0
2781,Aburiya Kinnosuke,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,169.0,,,(212) 867-5454,213 E 45th St Frnt 1,"New York, NY 10017",10017,High,19.0,http://www.aburiyakinnosuke.com/?utm_source=TripAdvisor&utm_medium=TripAdvWebsite&utm_campaign=TA&utm_term=TA,https://www.yellowpages.com/new-york-ny/mip/aburiya-kinnosuke-503613844#open-menu,,1
2782,Impero Caffè,"['Restaurants', 'Italian Restaurants']",,,,,(917) 409-5171,132 W 27th St,"New York, NY 10001",10001,High,,http://www.imperorestaurants.com,https://www.yellowpages.com/new-york-ny/mip/impero-caff-525934389#open-menu,,0
2783,Blackbirds Bar & Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(718) 943-6899,41 E 30th St,"New York, NY 10016",10016,,,http://blackbirdsbar.com,,,0
2784,One 51,"['Restaurants', 'Seafood Restaurants']",,,,,(212) 753-1144,151 E 50th St,"New York, NY 10022",10022,,30.0,http://www.one51.com,,,0
2785,Der Krung Thai Cuisine,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,70.0,,,(212) 397-2036,860 9th Ave,"New York, NY 10019",10019,Average,,https://www.derkrung.com,https://www.yellowpages.com/new-york-ny/mip/der-krung-thai-cuisine-496276088#open-menu,,0
2786,Soba Totto,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.0,154.0,,,(212) 557-8200,211 E 43rd St,"New York, NY 10017",10017,Average,16.0,http://www.sobatotto.com,https://www.yellowpages.com/new-york-ny/mip/soba-totto-16801145#open-menu,,0
2787,Sakake Club Inc,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",,,,,(212) 682-1951,211 E 43rd St,"New York, NY 10017",10017,,28.0,http://www.sakagura.com,,,0
2788,Max of 66,"['Restaurants', 'American Restaurants']",,,,,(212) 288-1552,211 E 43rd St,"New York, NY 10017",10017,,,,,,0
2789,Opia Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 318-6596,399 Park Ave,"New York, NY 10022",10022,,,,,,0
2790,Sarges Deli & Restrnt,"['Restaurants', 'Delicatessens', 'Family Style Restaurants']",,,,,(212) 679-0442,548 3rd Ave,"New York, NY 10016",10016,,,,,,0
2791,The Mill,"['Restaurants', 'American Restaurants', 'Delicatessens']",4.0,42.0,,,(212) 826-0302,140 E 52nd St,"New York, NY 10022",10022,,,http://themillfoods.com,,,0
2792,Galassia New York Inc,"['Restaurants', 'Chinese Restaurants']",,,,,(212) 684-8964,1170 Broadway,"New York, NY 10001",10001,,25.0,http://weebly.com,,,0
2793,Libretto's Pizza,"['Restaurants', 'Pizza', 'Caterers']",4.5,73.0,,,(212) 213-6445,546 3rd Ave,"New York, NY 10016",10016,Low,19.0,http://www.librettosnyc.com,https://www.yellowpages.com/new-york-ny/mip/librettos-pizza-2994253#open-menu,,1
2794,Hey Yuet,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,2.0,,,(646) 998-4196,251 W 26th St,"New York, NY 10001",10001,,,http://www.heyyuet.com,,,1
2795,Potluck,"['Restaurants', 'Asian Restaurants', 'Caterers']",3.5,2.0,,,(212) 929-3848,255 W 26th St,"New York, NY 10001",10001,Average,13.0,http://www.potluckasian.com,https://www.yellowpages.com/new-york-ny/mip/potluck-22302686#open-menu,,1
2796,PJ Carney's,"['Restaurants', 'American Restaurants', 'Bar & Grills']",4.0,222.0,,,(212) 664-0056,906 7th Ave,"New York, NY 10019",10019,Average,96.0,,https://www.yellowpages.com/new-york-ny/mip/pj-carneys-9959564#open-menu,,0
2797,B & B Restaurant Corp,"['Restaurants', 'American Restaurants', 'Caterers']",,,,,(646) 429-8174,165 W 26th St,"New York, NY 10001",10001,Low,26.0,,https://www.yellowpages.com/new-york-ny/mip/b-b-restaurant-corp-6803740#open-menu,,1
2798,Yamato Ramen,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",,,,,(646) 861-1667,542 3rd Ave,"New York, NY 10016",10016,Average,7.0,,https://www.yellowpages.com/new-york-ny/mip/yamato-ramen-530983007#open-menu,,1
2799,Ben & Jack's Steakhouse,"['Restaurants', 'Steak Houses', 'Caterers']",,,,,(212) 532-7600,255 5th Ave Frnt 1,"New York, NY 10016",10016,High,18.0,http://www.benandjackssteakhouse.com,,,0
2800,Crompton Ale House,"['Restaurants', 'American Restaurants', 'Bars']",4.5,215.0,,,(212) 658-0089,159 W 26th St,"New York, NY 10001",10001,Average,,http://www.cromptonalehouse.com,https://www.yellowpages.com/new-york-ny/mip/crompton-ale-house-505367285#open-menu,,0
2801,Tokyo Restaurants Factory,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",,,,,(212) 986-2800,245 E 44th St,"New York, NY 10017",10017,,,,,,0
2802,SUGARFISH by Sushi Nozawa,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",5.0,9.0,,,(646) 630-8293,1740 Broadway Frnt 1,"New York, NY 10019",10019,Very High,,https://www.facebook.com/SUGARFISHMidtownWest,https://www.yellowpages.com/new-york-ny/mip/sugarfish-by-sushi-nozawa-556847562#open-menu,,0
2803,Whitmans Hudson Yards,"['Restaurants', 'American Restaurants', 'Bars']",4.5,31.0,,,(212) 837-1416,331 10th Ave,"New York, NY 10001",10001,Low,6.0,http://www.whitmansnyc.com,https://www.yellowpages.com/new-york-ny/mip/whitmans-hudson-yards-533778604#open-menu,,0
2804,Akane Restaurant,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",,,,,(216) 339-8478,216 E 39th St,"New York, NY 10016",10016,Average,,,https://www.yellowpages.com/new-york-ny/mip/akane-restaurant-8614036#open-menu,,0
2805,Nine Ten Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(917) 639-3366,910 7th Ave,"New York, NY 10019",10019,Average,,http://www.9tenrestaurant.com,https://www.yellowpages.com/new-york-ny/mip/nine-ten-restaurant-514390857#open-menu,,1
2806,Park Red Bar & Grill,"['Restaurants', 'American Restaurants', 'Bar & Grills']",,,,,(212) 245-0125,158 W 58th St,"New York, NY 10019",10019,Average,13.0,,,,0
2807,Pop’s Pizza,"['Restaurants', 'Italian Restaurants', 'American Restaurants']",4.0,2.0,,,(212) 784-8863,301 W 57th St,"New York, NY 10019",10019,Average,,https://www.popspizzasmenu.com,https://www.yellowpages.com/new-york-ny/mip/pops-pizza-555195205#open-menu,,1
2808,Seasonal Restaurant,"['Restaurants', 'Family Style Restaurants', 'Seafood Restaurants']",,,,,(212) 957-5550,132 W 58th St Frnt 1,"New York, NY 10019",10019,,15.0,,,,0
2809,Noda,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.5,8.0,,,(212) 481-2432,6 W 28th St,"New York, NY 10001",10001,Very High,,http://www.noda.nyc,https://www.yellowpages.com/new-york-ny/mip/noda-544808476#open-menu,,0
2810,Cosi,"['Restaurants', 'Sandwich Shops', 'Coffee & Tea']",,,,,(212) 634-3467,461 Park Ave S,"New York, NY 10016",10016,Low,8.0,http://www.getcosi.com,,,1
2811,Bubble Tea and Crepes,"['Restaurants', 'Seafood Restaurants']",,,,,(646) 590-1959,251 5th Ave,"New York, NY 10016",10016,Low,,,https://www.yellowpages.com/new-york-ny/mip/bubble-tea-and-crepes-529321694#open-menu,,0
2812,American Retro Bar and Grill,"['Restaurants', 'American Restaurants', 'Barbecue Restaurants']",4.0,30.0,,,(212) 245-2203,714 11th Ave,"New York, NY 10019",10019,Average,13.0,http://americanretrony.com,https://www.yellowpages.com/new-york-ny/mip/american-retro-bar-and-grill-459897857#open-menu,,0
2813,Bello Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 246-6773,863 9th Ave,"New York, NY 10019",10019,Average,33.0,,https://www.yellowpages.com/new-york-ny/mip/bello-restaurant-4460149#open-menu,,1
2814,Earth Health Bar,"['Restaurants', 'American Restaurants']",,,,,(212) 230-1009,601 Lexington Ave,"New York, NY 10022",10022,,,http://earthhealthbarnyc.com,,,0
2815,Melt Shop,"['Restaurants', 'Sandwich Shops', 'Take Out Restaurants']",,,,,(212) 759-6358,601 Lexington Ave,"New York, NY 10022",10022,Low,,http://www.meltshop.com,https://www.yellowpages.com/new-york-ny/mip/melt-shop-465521922#open-menu,,1
2816,Number One Chinese Take Out,"['Restaurants', 'Chinese Restaurants']",,,,,(718) 626-3633,30 E 30th St # 23,"New York, NY 10016",10016,,,,,,0
2817,Zana Ristorante & Enoteca,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",,,,,(212) 481-3717,30 E 30th St,"New York, NY 10016",10016,,27.0,,,,0
2818,The Smith,"['Restaurants', 'American Restaurants', 'Caterers']",4.0,461.0,,,(212) 685-4500,1150 Broadway,"New York, NY 10001",10001,Average,,http://thesmithrestaurant.com,https://www.yellowpages.com/new-york-ny/mip/the-smith-510466961#open-menu,,1
2819,Ts4 Hospitality,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 685-4500,1150 Broadway,"New York, NY 10001",10001,,,,,,0
2820,Fueled By Ramen,"['Restaurants', 'Asian Restaurants']",,,,,(212) 707-2000,1633 Broadway,"New York, NY 10019",10019,,,https://www.atlanticrecords.com/terms-of-use,,,0
2821,S Filatino Corp,"['Restaurants', 'Italian Restaurants']",,,,,(646) 476-9856,342 W 57th St,"New York, NY 10019",10019,,,,,,0
2822,Gyu-Kaku,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",,,,,(212) 702-8816,803 3rd Ave,"New York, NY 10022",10022,,,,,,0
2823,Cafe Guy & Gallard,"['Restaurants', 'American Restaurants']",4.0,27.0,,,(212) 683-3044,459 Park Ave S,"New York, NY 10016",10016,Low,,,https://www.yellowpages.com/new-york-ny/mip/cafe-guy-gallard-555196295#open-menu,,0
2824,Gu Japanese Fusion Sushi & Bar,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",3.5,20.0,,,(212) 275-2114,155 E 52nd St,"New York, NY 10022",10022,,,https://www.gujapanese.com,,,0
2825,Hong Kong Government Industrial Promotion,"['Restaurants', 'Chinese Restaurants']",,,,,(212) 688-3022,115 E 54th St,"New York, NY 10022",10022,,22.0,,,,0
2826,Barolo East,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.5,75.0,,,(212) 754-5710,214 E 49th St,"New York, NY 10017",10017,,,http://www.baroloeast.com,https://www.yellowpages.com/new-york-ny/mip/barolo-east-547451197#open-menu,,1
2827,Da Noi Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 754-5710,214 E 49th St,"New York, NY 10017",10017,,,,,,0
2828,Barbetta Restrnt,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 246-9171,321 8th Ave,"New York, NY 10001",10001,,,,,,0
2829,Tempura Matsui,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.5,48.0,,,(212) 986-8885,222 E 39th St,"New York, NY 10016",10016,Very High,,http://www.tempuramatsui.com,https://www.yellowpages.com/new-york-ny/mip/tempura-matsui-506582636#open-menu,,0
2830,Jennifers Restaurant,"['Restaurants', 'Family Style Restaurants', 'Seafood Restaurants']",,,,,(212) 397-4256,117 W 58th St,"New York, NY 10019",10019,,,,,,0
2831,A.Cafe,"['Restaurants', 'American Restaurants']",3.5,14.0,,,(646) 744-3132,42 W 58th St,"New York, NY 10019",10019,Average,,https://www.facebook.com/acafe-114699708603941,https://www.yellowpages.com/new-york-ny/mip/a-cafe-515268402#open-menu,,0
